phase1_gene_id	gene	phase1_beta	Phase1_FDR	external_beta	external_beta_donor_1	external_beta_donor_2	external_beta_donor_3	external_beta_donor_4	external_direction_match	n_donors_same_direction	donor_4of4	donor_3of4	donor_replication_class	literature_positive_control	gene_activity_beta	gene_activity_match	LODO_stable	high_confidence_core	CORE100	CORE250	CORE500
ENSG00000168546	GFRA2	-3.26071953105888	9.48479332154317e-05	0.6373478534853179	0.6069496763371318	0.8523785548009826	-0.0150791906065714	1.1051423734097283	False	1	False	False	<=1/4	NONE	-0.3745530958123995	0.0	NA	False	True	True	True
ENSG00000281880	PAUPAR	-3.25612286262134	0.0029659138438719	0.2319322022960741	2.323156710336541	-1.263098662618953	-0.0150791906065714	-0.1172500479267197	False	3	False	True	3/4	NONE	NA	NA	False	False	True	True	True
ENSG00000179603	GRM8	-3.2486279784168	0.0006954660422939	0.0478202456868156	0.6069496763371318	-0.5881940365849987	-0.0150791906065714	0.1876045336017009	False	2	False	False	2/4	NONE	NA	NA	NA	False	True	True	True
ENSG00000170396	ZNF804A	-3.22768596180819	0.0057306828325226	-0.5236161939583633	2.191912177058288	-3.791477634973742	-0.0150791906065714	-0.4798201273114277	True	3	False	True	3/4	NONE	-0.589429748465903	1.0	False	True	True	True	True
ENSG00000172020	GAP43	-3.21943304837017	0.0013922480456602	-2.202177573374894	-2.2004052457204724	-3.0545120408075355	-0.0150791906065714	-3.5387138163649965	True	4	True	True	4/4	NONE	-0.4010643436380225	1.0	True	True	True	True	True
ENSG00000011465	DCN	-3.15060164309961	6.78697161954144e-06	-0.690115962161379	-2.2004052457204724	0.8523785548009828	-0.0150791906065714	-1.3973579671194551	True	3	False	True	3/4	NONE	-0.3900250142419637	1.0	True	True	True	True	True
ENSG00000111249	CUX2	3.14012913197397	1.77953349914464e-09	1.6581097411759045	2.191912177058288	2.250927931291258	0.7218864035596351	1.4677124527944363	True	4	True	True	4/4	NONE	0.2894385428940265	1.0	True	True	True	True	True
ENSG00000086696	HSD17B2	-3.12749562437338	0.0348312466048653	0.7279903733314947	-2.2004052457204724	0.8523785548009828	-0.0150791906065714	4.27506737485204	False	2	False	False	2/4	NONE	-0.5541559891309644	0.0	NA	False	True	True	True
ENSG00000143882	ATP6V1C2	-3.12079054152971	0.0045011592554662	-1.0146080111471742	-2.2004052457204724	-2.6070530638363145	-0.0150791906065714	0.7641054555746614	True	3	False	True	3/4	NONE	0.0147189797974743	0.0	True	True	True	True	True
ENSG00000149970	CNKSR2	-3.05967531923159	1.3923024645995902e-09	-0.2186587171412065	-0.6154427449993158	-0.7325839459201733	-0.0150791906065714	0.4884710129612344	True	3	False	True	3/4	NONE	-0.3524710646633398	1.0	True	True	True	True	True
ENSG00000160307	S100B	-3.03131127744019	3.43900858130774e-07	-0.2694962105025242	-0.6154427449993158	0.3218638381022032	-0.0150791906065714	-0.7693267445064129	True	3	False	True	3/4	NONE	-0.9225881728661344	1.0	True	True	True	True	True
ENSG00000204518	AADACL4	-3.02761620257621	4.49523961272885e-05	-0.3700889823631951	-3.785367746441629	-1.9549763672566216	1.5698833101145846	2.6901048741308844	True	2	False	False	2/4	NONE	-0.0116427565942052	1.0	NA	False	True	True	True
ENSG00000116667	C1orf21	-3.02454288592723	4.88418955926876e-10	-1.5454819042709482	-0.1300159178290743	-3.0545120408075355	-1.6000416913277276	-1.3973579671194551	True	4	True	True	4/4	NONE	-0.4677446149347579	1.0	True	True	True	True	True
ENSG00000100341	PNPLA5	-3.00714154499185	4.07532529891078e-06	-1.7166658131193602	-4.522333340607834	-1.650121785728201	1.5698833101145846	-2.264091436255991	True	3	False	True	3/4	NONE	-0.2034094610199266	1.0	True	True	True	True	True
ENSG00000204767	INSYN2B	-2.93432065422181	2.39215493863206e-08	-3.0625071266131725	-4.074874363636613	-3.921809503321422	-1.6000416913277276	-2.653302948166929	True	4	True	True	4/4	NONE	NA	NA	True	True	True	True	True
ENSG00000251493	FOXD1	2.91727165641947	1.3923024645995902e-09	0.1084785491303339	0.6069496763371318	0.3218638381022032	-0.0150791906065714	-0.4798201273114277	True	2	False	False	2/4	NONE	0.3828626292722483	1.0	NA	False	True	True	True
ENSG00000281852	LINC00891	-2.89768490940538	1.19416347039484e-06	-0.8292142992924755	-2.2004052457204724	-1.4695495400863798	-0.0150791906065714	0.3681767792435217	True	3	False	True	3/4	NONE	NA	NA	True	True	True	True	True
ENSG00000162761	LMX1A	2.894366656651	6.07102414807108e-07	1.4086068794492677	0.9695197557218402	1.9898820785509177	-0.0150791906065714	2.6901048741308844	True	3	False	True	3/4	NONE	0.1777946746211649	1.0	True	True	True	True	True
ENSG00000182836	PLCXD3	-2.88040456698973	1.43161548762538e-05	-2.627164174558744	-2.937370839886678	-4.820046787170513	-0.0150791906065714	-2.736159880571213	True	4	True	True	4/4	NONE	-0.6755470664973902	1.0	True	True	True	True	True
ENSG00000165478	HEPACAM	-2.86737714920823	0.0005522740104351	0.1475083496096542	-2.2004052457204724	0.8523785548009828	-0.0150791906065714	1.9531392799646776	False	2	False	False	2/4	NONE	-0.2117744029355355	0.0	NA	False	True	True	True
ENSG00000196581	AJAP1	-2.86182927001624	0.0004142867261196	-0.0644908770290831	-2.2004052457204724	-0.7325839459201735	-0.0150791906065714	2.6901048741308844	True	3	False	True	3/4	NONE	-0.0323319901999581	1.0	False	True	True	True	True
ENSG00000120457	KCNJ5	-2.86059743116814	0.0015459480863674	-1.4374541511115018	-3.785367746441629	-1.4695495400863798	-0.0150791906065714	-0.4798201273114277	True	4	True	True	4/4	NONE	-0.8327061723995017	1.0	True	True	True	True	True
ENSG00000106483	SFRP4	-2.86018584980475	8.07019202313603e-06	-0.7302321302096906	-3.785367746441629	0.8523785548009828	1.5698833101145846	-1.5578226393127013	True	2	False	False	2/4	NONE	-0.377444387826559	1.0	NA	False	True	True	True
ENSG00000111696	NT5DC3	-2.83917794325285	2.35031851255405e-14	-2.251632274741583	-2.200405245720472	-3.17736878859307	-1.6000416913277276	-2.028713373325062	True	4	True	True	4/4	NONE	-0.7485371462615491	1.0	True	True	True	True	True
ENSG00000113578	FGF1	2.82702766295783	8.1036409035808e-07	1.7047130222336244	0.9695197557218402	0.0043816482460328	1.5698833101145846	4.27506737485204	True	4	True	True	4/4	NONE	0.4521239472293343	1.0	True	True	True	True	True
ENSG00000155093	PTPRN2	2.8165318831272	2.4783276006618396e-11	0.2692125757916346	0.0559345075393133	2.001241940715466	-1.6000416913277276	0.6197155462394868	True	3	False	True	3/4	NONE	NA	NA	False	True	True	True	True
ENSG00000067842	ATP2B3	-2.81193186279626	0.0038080084108018	0.3317497481512058	-2.2004052457204724	0.8523785548009826	-0.0150791906065714	2.6901048741308844	False	2	False	False	2/4	NONE	-0.2914431215167443	0.0	NA	False	True	True	True
ENSG00000188833	ENTPD8	-2.79965061760545	0.0040842847537247	0.3317497481512058	-2.2004052457204724	0.8523785548009828	-0.0150791906065714	2.6901048741308844	False	2	False	False	2/4	NONE	-0.6887603913460096	0.0	NA	False	True	True	True
ENSG00000255794	RMST	-2.76525172931269	0.0353105965651876	-0.0644908770290832	0.1215228491668902	-0.7325839459201735	-0.0150791906065714	0.3681767792435217	True	2	False	False	2/4	NONE	NA	NA	NA	False	True	True	True
ENSG00000277363	SRCIN1	-2.7530817901398	3.63524138792126e-07	-1.188542543509954	-1.4634396515542665	-2.111095569173903	-1.2374716119430191	0.0578366586313716	True	3	False	True	3/4	NONE	-0.2392201139792253	1.0	True	True	True	True	True
ENSG00000143995	MEIS1	-2.69818801728088	7.80006510316863e-12	-1.2667197360403886	1.1688285639452465	-1.3793517311148014	-0.0150791906065714	-4.841276586385428	True	3	False	True	3/4	NONE	-0.6177610338342563	1.0	True	True	True	True	True
ENSG00000145147	SLIT2	2.66673368319564	4.50560760698336e-09	1.985124106398768	1.0322555110698026	3.902009322525584	-0.0150791906065714	3.0213107826062577	True	3	False	True	3/4	NONE	0.1226384906470685	1.0	True	True	True	True	True
ENSG00000198542	ITGBL1	-2.64485496297176	2.00845050647623e-13	-1.7447093174631063	-3.785367746441629	-2.232906633143987	2.792275731451033	-3.752838621717843	True	3	False	True	3/4	NONE	-0.4056902787191316	1.0	True	True	True	True	True
ENSG00000134042	MRO	-2.63182374196495	0.0002358923634852	-0.7776015799256188	-2.2004052457204724	0.1154129606347762	-0.0150791906065714	-1.0103348440102078	True	3	False	True	3/4	NONE	-0.6506635670547991	1.0	True	True	True	True	True
ENSG00000175745	NR2F1	-2.62616399766731	3.90620915013752e-07	-0.4781167355226415	0.9695197557218402	-1.4695495400863798	-0.0150791906065714	-1.3973579671194551	True	3	False	True	3/4	NONE	-0.5938944672973652	1.0	True	True	True	True	True
ENSG00000113448	PDE4D	-2.61515194216616	1.8376146875112102e-09	-2.2239617371697165	-1.2351706638811484	-3.3853890924223817	-0.752044784772778	-3.523242407602557	True	4	True	True	4/4	NONE	NA	NA	True	True	True	True	True
ENSG00000101463	SYNDIG1	-2.60794181317362	0.0002327882964251	-1.4487261234936364	-1.7149784185502304	-3.054512040807536	-0.0150791906065714	-1.0103348440102078	True	4	True	True	4/4	NONE	-0.3115773950867739	1.0	True	True	True	True	True
ENSG00000074211	PPP2R2C	2.60438728252161	1.35329265526953e-07	2.104177568412045	2.753791064666403	2.250927931291258	2.306848904280791	1.105142373409728	True	4	True	True	4/4	NONE	0.5509479649720719	1.0	True	True	True	True	True
ENSG00000231672	DIRC3	-2.6034841015088	2.7962648664836e-05	0.030872152048367	1.9111030694965183	-0.9686513041536982	1.5698833101145846	-2.388846467263937	False	2	False	False	2/4	NONE	-0.3800292731438217	0.0	NA	False	True	True	True
ENSG00000177459	ERICH5	-2.59675360842832	0.0058673901852179	-0.0644908770290832	-2.2004052457204724	0.8523785548009826	-0.0150791906065714	1.1051423734097283	True	2	False	False	2/4	NONE	-0.2962843749074406	1.0	NA	False	True	True	True
ENSG00000127324	TSPAN8	-2.59309111995563	1.75634511731846e-06	-2.5096941606803607	-5.007760167778076	-4.433023664061265	-0.0150791906065714	-0.5829136202755318	True	4	True	True	4/4	NONE	-0.3030479209693437	1.0	True	True	True	True	True
ENSG00000130957	FBP2	-2.5837653205382	0.0001043241919865	-0.6449729007509238	-2.2004052457204724	-1.4695495400863798	-0.0150791906065714	1.1051423734097283	True	3	False	True	3/4	NONE	-0.2831079184685305	1.0	True	True	True	True	True
ENSG00000156687	UNC5D	-2.58096199284707	0.0374754028442991	0.3039919200540198	-1.4634396515542665	0.0043816482460328	-0.0150791906065714	2.6901048741308844	False	2	False	False	2/4	NONE	NA	NA	NA	False	True	True	True
ENSG00000092377	TBL1Y	2.56014491606428	8.46565145842547e-07	0.2411072283050286	0.6069496763371314	-0.7325839459201735	-0.0150791906065714	1.1051423734097283	True	2	False	False	2/4	NONE	0.1793159892948481	1.0	NA	False	True	True	True
ENSG00000071991	CDH19	2.55934451849224	1.145094767857e-07	1.3218013506864494	2.1919121770582883	1.3378053819712243	-0.0150791906065714	1.772567034322857	True	3	False	True	3/4	NONE	0.0403606272448664	1.0	True	True	True	True	True
ENSG00000073792	IGF2BP2	2.55304680494272	1.06866671847936e-08	1.446526883857058	0.5468286838995606	1.6408744496072711	2.306848904280791	1.2915554976406094	True	4	True	True	4/4	NONE	0.8063073641700542	1.0	True	True	True	True	True
ENSG00000140090	SLC24A4	2.54832815047678	3.00902627866299e-08	0.7868315529520452	1.454946582892083	1.4690499152494776	-1.6000416913277276	1.823371404994348	True	3	False	True	3/4	NONE	0.3124405660446965	1.0	True	True	True	True	True
ENSG00000103355	PRSS33	-2.54805637761763	0.0001734077007052	0.3317497481512058	-2.2004052457204724	0.8523785548009828	-0.0150791906065714	2.6901048741308844	False	2	False	False	2/4	NONE	-0.0685703378754792	0.0	NA	False	True	True	True
ENSG00000078098	FAP	2.51153909689671	5.54392474027059e-07	1.6412527592958317	2.6575757494071	1.232409604251914	-0.0150791906065714	2.690104874130884	True	3	False	True	3/4	NONE	0.2694978786250035	1.0	True	True	True	True	True
ENSG00000197953	AADACL2	2.4971070330794	0.0004403470267905	0.3317497481512058	-2.2004052457204724	0.8523785548009828	-0.0150791906065714	2.6901048741308844	True	2	False	False	2/4	NONE	0.0881470386475002	1.0	NA	False	True	True	True
ENSG00000156113	KCNMA1	-2.48652956188383	8.65376684880364e-05	-1.3042066418860707	-0.0182019144997234	-2.772112310106811	-0.0150791906065714	-2.4114331523311776	True	4	True	True	4/4	NONE	NA	NA	True	True	True	True	True
ENSG00000112319	EYA4	-2.48351142608033	0.0028429236424657	-0.8094464065446756	-2.2004052457204724	-1.4695495400863798	1.5698833101145846	-1.1377141504864348	True	3	False	True	3/4	NONE	-0.3269245437845387	1.0	True	True	True	True	True
ENSG00000125257	ABCC4	-2.46743308042001	1.00741113896419e-10	-0.835376050914759	-1.3073204496369843	-1.1982475182689851	-0.0150791906065714	-0.8208570451464947	True	4	True	True	4/4	NONE	-0.3774578191591626	1.0	True	True	True	True	True
ENSG00000011347	SYT7	-2.4566697821259	2.21378841922462e-05	-0.1858475838216436	-1.4634396515542665	-0.3700138665354653	-0.0150791906065714	1.1051423734097283	True	3	False	True	3/4	NONE	-0.046973429347171	1.0	False	True	True	True	True
ENSG00000153162	BMP6	2.4565901995753	8.37120347403461e-05	0.6979707918192917	0.9695197557218408	1.1066957435336675	-0.0150791906065714	0.7307468586282297	True	3	False	True	3/4	NONE	0.5074524583609112	1.0	True	True	True	True	True
ENSG00000185774	KCNIP4	-2.45216386027884	3.14493019793777e-05	-1.8677619561206216	0.2647174849946809	-3.701831288588415	-0.863076097161521	-3.1708579237272323	True	3	False	True	3/4	NONE	NA	NA	True	True	True	True	True
ENSG00000135373	EHF	-2.4450847440442	2.47678117232368e-06	-0.2487322755706348	-2.2004052457204724	0.8523785548009828	-0.0150791906065714	0.3681767792435217	True	2	False	False	2/4	NONE	-0.5617277894468056	1.0	NA	False	True	True	True
ENSG00000117707	PROX1	2.43299374728856	0.0010885256652084	0.5159911466927574	0.1215228491668902	-0.7325839459201735	-0.0150791906065714	2.6901048741308844	True	2	False	False	2/4	NONE	0.1265713685119422	1.0	NA	False	True	True	True
ENSG00000153714	LURAP1L	2.42464487581258	1.35462635066313e-07	1.2452577201393111	0.4625597670019568	2.0747709761374304	-1.6000416913277276	4.043741828745585	True	3	False	True	3/4	NONE	0.2564232350789801	1.0	True	True	True	True	True
ENSG00000175868	CALCB	2.41744100826865	1.27974598061847e-09	1.6418283304846333	0.6069496763371318	0.8523785548009828	1.5698833101145846	3.538101780685834	True	4	True	True	4/4	NONE	0.4084848349949423	1.0	True	True	True	True	True
ENSG00000250548	LINC01303	2.40384071771011	5.99247924300545e-05	1.0335884786656069	0.6069496763371318	0.8523785548009828	-0.0150791906065714	2.6901048741308844	True	3	False	True	3/4	NONE	NA	NA	True	True	True	True	True
ENSG00000134668	SPOCD1	2.40223975961582	2.76508927821164e-05	1.554784295682915	1.296020580399027	1.8206696950736443	1.5698833101145846	1.5325635971444038	True	4	True	True	4/4	NONE	0.3610602529446451	1.0	True	True	True	True	True
ENSG00000102362	SYTL4	-2.39564193320277	6.63460884194741e-08	-0.7698863389994286	-1.352408339165522	-1.5497198887703627	1.5698833101145846	-1.7473004381764143	True	3	False	True	3/4	NONE	-0.7511624318816158	1.0	True	True	True	True	True
ENSG00000197415	VEPH1	-2.39474193453269	1.03019409862154e-09	-1.9915706007858065	-3.640977837106454	-1.6953325506236006	-0.0150791906065714	-2.6148928248066	True	4	True	True	4/4	NONE	-0.5759281718902296	1.0	True	True	True	True	True
